SITE_ID,Precip_mm_avg_yr,Precip_mm_total_yr,Temp_degC_avg_yr,E_avg_06_07,RH_PT_avg_06_07,temp_degC_summer,temp_degC_winter,temp_degC_spring,precip_mm_summer,precip_mm_winter,precip_mm_spring
NLA06608-0169,28.0825,336.99,8.224444444,35.49,29.38,14.624,-2.1166666666666667,7.6066666666666665,129.42000000000002,37.06,60.93
NLA06608-0170,69.84583333,838.15,10.43583333,48.48,58.37,17.304,-2.1933333333333334,10.08,224.94,161.62,229.44
NLA06608-0173,2.406666667,28.88,26.2125,104.74,24.73,28.038,16.156666666666666,25.72666666666667,18.4,1.0899999999999999,8.88
NLA06608-0174,53.40416667,640.85,8.175,48.82,62.7,17.182000000000002,-7.653333333333333,8.44,260.34,69.61,272.25
NLA06608-0175,81.84833333,982.18,13.44166667,54.42,57.58,19.706,0.11333333333333329,13.923333333333332,252.75,306.97,244.26000000000002
NLA06608-0176,79.03416667,948.41,18.74944444,74.13,55.93,22.826,7.0633333333333335,19.72666666666667,260.65,356.68,179.29
NLA06608-0177,104.11,1249.32,7.606111111,45.81,63.65,15.252,-5.18,5.746666666666666,421.55,261.35,313.75
NLA06608-0179,32.85833333,394.3,11.73638889,54.36,49.53,19.869999999999997,-3.0366666666666666,12.22,174.81,26.97,175.76999999999998
NLA06608-0180,90.5675,1086.81,18.36194444,78.38,56.94,22.502000000000002,6.233333333333333,18.58,487.86999999999995,134.82999999999998,306
NLA06608-0181,28.42,341.04,9.214166667,32.95,38.14,13.790000000000001,0.5333333333333333,8.66,50.400000000000006,206.54,61.71000000000001
NLA06608-0183,58.92083333,707.05,8.6525,48.39,62.08,17.314,-6.933333333333333,9.233333333333333,391.63,88.95,180.5
NLA06608-0184,88.3125,1059.75,15.01944444,64.07,59.24,20.978,1.16,15.873333333333335,405.88,141.37,373.78
NLA06608-0185,99.40916667,1192.91,9.486388889,44.57,60.24,16.188000000000002,-2.16,7.726666666666667,412.52000000000004,203.10000000000002,244.92000000000002
NLA06608-0189,83.81833333,1005.82,12.66777778,54.74,58.46,18.516,0.6499999999999998,12.316666666666668,364.92999999999995,186.67000000000002,260.31
NLA06608-0190,56.4925,677.91,6.413333333,43.98,58.39,15.548000000000002,-9.196666666666667,6.803333333333334,346.39,61.129999999999995,195.51999999999998
NLA06608-0191,84.5175,1014.21,14.91638889,51.41,53.97,18.413999999999998,5.783333333333334,15.19,359.59999999999997,285.79,172.22
NLA06608-0193,195.17,2342.04,8.54,48.37,69.39,13.089999999999998,0.7966666666666667,7.816666666666666,189.19,783.52,527.47
NLA06608-0195,47.46916667,569.63,7.467777778,47.29,60.39,16.73,-8.58,8.090000000000002,275.91999999999996,39.9,220.33
NLA06608-0196,84.8275,1017.93,15.31638889,64.01,57.22,21.192,1.9033333333333335,16.30666666666667,259.21999999999997,313.74,218.93
NLA06608-0198,86.38166667,1036.58,11.92416667,50.41,64.12,16.942,2.173333333333334,9.203333333333333,179.34,225.16,399.21
NLA06608-0201,99.18916667,1190.27,11.57555556,41.72,43.19,15.485999999999999,3.6999999999999997,10.633333333333333,50.56,717.3,210.54
NLA06608-0203,83.44583333,1001.35,19.18916667,69.38,49.64,22.809999999999995,8.813333333333334,19.76666666666667,360.59000000000003,242.28,123.46999999999998
NLA06608-0204,82.1875,986.25,16.99138889,72.94,59.53,21.48,4.760000000000001,17.226666666666667,396.38,133.54000000000002,374.08000000000004
NLA06608-0207,80.5425,966.51,20.25138889,74.45,53.95,22.630000000000003,11.513333333333334,20.333333333333332,358.34,238.28000000000003,162.89999999999998
NLA06608-0208,92.27583333,1107.31,18.27972222,72.76,58.76,22.442,6.4433333333333325,19.33666666666667,358.13,355.51,189.82
NLA06608-0209,106.1608333,1273.93,12.63222222,52.59,63.36,15.132,6.166666666666667,12.416666666666666,174.01,432.11,261.96
NLA06608-0211,54.64583333,655.75,6.880277778,45.3,62.09,16.022,-9.04,7.386666666666667,350.4,57.11,198.82999999999998
NLA06608-0212,96.55416667,1158.65,14.665,58.32,56.37,20.492,1.5133333333333336,15.523333333333332,297.62,380.28,243.81
NLA06608-0215,50.60166667,607.22,9.438888889,51.59,61.03,18.048000000000002,-6.349999999999999,9.963333333333333,302.89,83.43,191.41
NLA06608-0216,74.82416667,897.89,13.35361111,59.31,60.59,20.026000000000003,-0.9500000000000001,14.219999999999999,371.78999999999996,117.28,366.35
NLA06608-0217,76.56583333,918.79,17.48138889,66.06,53.65,21.426000000000002,7.653333333333333,17.183333333333334,215.23999999999998,195.86,232.63
NLA06608-0219,87.89416667,1054.73,12.02194444,53.62,59.5,18.786,-1.57,12.306666666666667,457.4,223.52999999999997,197.81
NLA06608-0220,45.70666667,548.48,12.03944444,52.35,53.89,19.254,-1.9966666666666668,12.87,203,65.47,262.73
NLA06608-0221,91.31416667,1095.77,17.445,67.46,58.3,21.217999999999996,7.713333333333334,16.603333333333335,340.66,173.76999999999998,224.57
NLA06608-0222,29.7275,356.73,7.097222222,44.33,53.29,16.926,-8.873333333333335,8.106666666666667,141.22,42.42,149.14
NLA06608-0223,71.065,852.78,19.18888889,71.46,52.3,22.316,9.823333333333332,19.30666666666667,314.90999999999997,239.28,125.46000000000001
NLA06608-0224,97.88166667,1174.58,15.64611111,61.36,57.92,20.862000000000002,3.15,16.67,316.22,285.92,302.2
NLA06608-0225,28.92166667,347.06,8.369444444,40.57,48.11,14.942000000000002,-1.8466666666666667,8.186666666666666,111.29,39.41,149.01
NLA06608-0226,104.7475,1256.97,10.01888889,47.09,58.05,16.54,-1.9766666666666666,8.323333333333332,343.24,192.13,402.19
NLA06608-0228,32.07333333,384.88,13.90694444,60.91,43.13,20.821999999999996,-1.4100000000000001,14.656666666666666,155.42,61.85,107.94
NLA06608-0229,91.81416667,1101.77,7.465277778,41.63,59.64,15.207999999999998,-5.343333333333334,5.503333333333334,297.12,276.11,279.29
NLA06608-0234,78.73666667,944.84,11.25583333,51,60.63,18.154,-1.84,10.996666666666664,288.78999999999996,192.28,260.42
NLA06608-0235,84.32416667,1011.89,12.01722222,54.17,60.61,18.646,-1.6499999999999997,12.543333333333331,418.44999999999993,212.55,197
NLA06608-0237,14.16333333,169.96,13.31416667,51.77,29.95,19.244000000000003,1.46,13.51,79.8,30.51,35.73
NLA06608-0238,56.01583333,672.19,8.007777778,47.34,62.33,16.838,-7.533333333333334,8.493333333333334,316.09000000000003,65.74,226.28
NLA06608-0239,75.04583333,900.55,17.14166667,64.55,54.25,21.083999999999996,6.723333333333334,17.64,327.11,190.66,160.53
NLA06608-0240,25.89416667,310.73,9.198055556,50.67,48.21,17.684,-5.609999999999999,10.14,105.04,10.51,155.67000000000002
NLA06608-0241,31.00333333,372.04,10.5775,43.34,42.67,17.784,-1.7966666666666666,10.29,111.22,87.58,84.24000000000001
NLA06608-0242,109.5408333,1314.49,12.19388889,53.41,57.56,17.948,1.18,10.29,291.18,192.42000000000002,429.35999999999996
NLA06608-0243,45.18,542.16,10.17,53.68,54.27,18.77,-5.57,10.93,323.93,19.78,191.78
NLA06608-0244,74.51833333,894.22,19.25777778,80.44,55.97,22.75,7.673333333333333,19.349999999999998,389.86,96.49000000000001,227.14
NLA06608-0245,34.23583333,410.83,18.97361111,67.32,40.13,20.79,11.036666666666667,19.036666666666665,5.44,287.15999999999997,59.68
NLA06608-0247,52.41083333,628.93,10.18111111,51.49,60.93,18.434,-5.489999999999999,11.043333333333331,291.27,88.39,227.72000000000003
NLA06608-0253,80.27083333,963.25,20.82055556,78.78,59.86,22.714000000000002,12.616666666666665,20.810000000000002,502.44,251.82,99.99
NLA06608-0254,44,528,6.672777778,47.11,59.94,16.31,-9.773333333333333,7.4799999999999995,253.61,34.67,206.81
NLA06608-0255,78.94833333,947.38,15.77055556,59.64,54.74,20.474,4.453333333333333,16.27,280.88,215.76000000000002,263.62
NLA06608-0257,34.66416667,415.97,9.749166667,45.66,51.51,16.51,-1.9566666666666668,10.133333333333333,59.8,112.05000000000001,71.34
NLA06608-0259,46.25083333,555.01,7.821666667,48.78,58.47,16.958000000000002,-8.1033333333333335,8.363333333333332,256.5,40.68,240.74
NLA06608-0260,37.41166667,448.94,10.22083333,41.11,35.99,16.584,-1.42,9.566666666666666,187.91,80.47,128.59
NLA06608-0268,118.1116667,1417.34,18.04166667,73.69,61.17,21.96,6.183333333333334,18.686666666666667,704.1999999999999,195.6,340.24
NLA06608-0271,92.84666667,1114.16,12.57472222,54.19,60.01,19.058,-0.6333333333333332,12.69,394.37,275.99,269.12
NLA06608-0275,49.20833333,590.5,7.665,46.2,54.91,16.762,-8.036666666666667,8.06,272.49,42.959999999999994,258.96
NLA06608-0276,65.59083333,787.09,4.180833333,24.17,37.62,9.904,-3.5933333333333337,2.44,332.93000000000006,93.7,257.5
NLA06608-0277,19.0125,228.15,12.04027778,49.4,45.51,18.194,0.03999999999999989,12.18,48.81999999999999,75.35,43.11
NLA06608-0279,68.01666667,816.2,9.940833333,52.34,62.22,18.158,-5.726666666666667,10.616666666666667,456.42999999999995,114.29,193.68
NLA06608-0280,121.8483333,1462.18,20.11722222,81.4,63,22.592,9.76,20.333333333333332,500.85,340.24,435.8
NLA06608-0281,73.08,876.96,18.305,67.85,49.33,21.985999999999997,8.536666666666667,18.206666666666667,211.12,210.59999999999997,203.67000000000002
NLA06608-0283,83.05416667,996.65,20.31722222,75.64,55.01,23.369999999999997,10.35,20.676666666666666,365.12,285.65,109.94
NLA06608-0284,99.71083333,1196.53,17.60194444,74.3,58.3,22.02,5.353333333333333,17.82,610.8299999999999,121.31,350.68
NLA06608-0285,81.60416667,979.25,16.11666667,62.69,56.24,20.636,5.703333333333333,14.85,239.36,207.67000000000002,239.94
NLA06608-0286,46.935,563.22,7.119166667,42.73,65.19,15.563999999999998,-7.41,7.2700000000000005,234.03000000000003,90.73,155.62
NLA06608-0290,19.21166667,230.54,10.44277778,42.31,45.31,15.472000000000003,1.0666666666666667,10.176666666666668,45.41,84.36,45.92
NLA06608-0291,65.74,788.88,9.929444444,50.54,61.62,17.724,-4.38,9.883333333333333,405.28,90.28999999999999,180.1
NLA06608-0293,104.7708333,1257.25,12.89777778,52.69,54.52,18.532,1.3800000000000001,11.54,358.10999999999996,171.07,397.54
NLA06608-0294,98.96166667,1187.54,6.804722222,43.15,67.41,14.982000000000003,-6.786666666666666,4.87,442.44,257.91999999999996,277.21999999999997
NLA06608-0295,59.0925,709.11,8.480833333,50.02,61.11,17.438,-7.336666666666666,8.88,292.02,53.730000000000004,349.78
NLA06608-0297,77.47416667,929.69,19.33527778,71.79,51.78,22.486,10.073333333333332,19.186666666666667,293.19,283.95,167.05
NLA06608-0299,88.4925,1061.91,11.97416667,53.64,59.4,18.72,-1.63,12.33,463.76,222.37000000000003,198.63
NLA06608-0302,56.75833333,681.1,8.491388889,50.34,62.02,17.410000000000004,-7.253333333333334,8.72,329.95,61.26,262.26
NLA06608-0303,95.15416667,1141.85,12.21555556,53.66,57.46,18.558,-0.47000000000000003,12.003333333333332,467.97,259.64,231.53
NLA06608-0306,18.97166667,227.66,10.96055556,44.02,45.4,16.566000000000003,0.32666666666666666,10.676666666666668,36.92,93.43,45.6
NLA06608-0312,82.1075,985.29,15.09555556,63.25,58.72,21.026,1.29,16,373.25999999999993,103.57,391.1
NLA06608-0313,82.36083333,988.33,19.43833333,71.7,51.16,22.516,10.236666666666666,19.23,257.44,228.98000000000002,200.32999999999998
NLA06608-0318,58.37833333,700.54,6.1,42.6,62.89,15.2,-9.66,6.81,387.33,58.06,183.07
NLA06608-0319,86.55833333,1038.7,18.54861111,67.77,49.26,21.744,9.409999999999998,18.473333333333333,272.82,325.88,202.65999999999997
NLA06608-0324,65.39916667,784.79,14.65833333,57.8,54.73,19.158,4.053333333333334,14.973333333333334,266.49,115.39,221.89
NLA06608-0325,85.36333333,1024.36,24.325,91.5,59.37,23.607999999999997,19.113333333333333,23.7,659.55,178.69,101.68
NLA06608-0326,98.70833333,1184.5,12.65555556,53.8,59.26,17.988,2.3433333333333333,10.323333333333332,279.83,208.98000000000002,361.33
NLA06608-0327,114.5941667,1375.13,20.80666667,79.81,59.37,23.014000000000003,11.196666666666665,21.186666666666667,494.75,373.13,174.87
NLA06608-0328,112.3425,1348.11,20.48777778,79.41,61.87,23.11,10.333333333333334,20.846666666666668,480.09,422.61,247.29999999999998
NLA06608-0330,63.92666667,767.12,9.058611111,45.08,66.18,16.528,-3.31,7.47,272.15,117.88,205.13
NLA06608-0332,104.6541667,1255.85,18.04166667,71.32,61.86,21.96,6.206666666666667,18.746666666666666,529.21,262.23,241.31
NLA06608-0333,109.645,1315.74,13.31777778,54.49,54.22,18.817999999999998,2.07,11.910000000000002,408.21,195.83,408.35
NLA06608-0334,37.48166667,449.78,6.839166667,47.3,59.03,16.508000000000003,-9.743333333333334,7.8566666666666665,198.52999999999997,31.5,201.65
NLA06608-0337,50.37083333,604.45,11.505,46.1,70.39,13.266000000000002,6.333333333333333,11.203333333333333,97.03999999999999,208.39999999999998,119.94
NLA06608-0339,48.42083333,581.05,7.908055556,47.77,54.76,17.046,-7.923333333333335,8.32,274.45,41.16,252.01000000000002
NLA06608-0340,41.1925,494.31,10.49777778,42.22,37.63,15.512,0.7966666666666667,9.776666666666667,242.32999999999998,113.41,104
NLA06608-0341,96.03166667,1152.38,10.58333333,50.6,60.02,17.580000000000002,-1.8433333333333335,8.643333333333333,326.37,322.36,243.25
NLA06608-0343,52.1325,625.59,8.859166667,49.43,62.45,17.416,-6.683333333333334,9.303333333333333,311.85,80.44,216.14000000000001
NLA06608-0344,72.47666667,869.72,13.05055556,58.92,59.7,19.94,-1.5433333333333332,14.12,384.19,114.13,341.25
NLA06608-0345,80.51083333,966.13,16.38666667,62.37,50.85,20.404000000000003,6.330000000000001,16.52,300.05,216.67000000000002,217.71
NLA06608-0350,54.00916667,648.11,7.811666667,44.24,64.86,16.256,-7.213333333333334,8.35,343.40999999999997,67.11,157.62
NLA06608-0354,100.35,1204.2,10.99638889,49.74,56.26,17.242,-0.6833333333333332,8.933333333333334,301.3,171.9,413.89
NLA06608-0356,29.56916667,354.83,13.36833333,48.61,35.76,18.887999999999998,1.47,12.896666666666667,205.18,49.54,66.33
NLA06608-0357,105.78,1269.36,9.186944444,44.54,60.78,15.758000000000001,-2.6133333333333333,7.496666666666666,392.59000000000003,224.01999999999998,374.83
