SITE_ID,VISIT_NO,LAKENAME,LAKE_ORIGIN_FINAL,CLEAR_TO_BOTTOM,SECMEAN,STATE,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA,ECOWSA9_2015,ECOWSA3_2015,YEAR,LkArea_km2,L_LkAreakm2,ELEV_use,L_ELEV_use,LkPerim_km,L_LkPerimkm,DpthMx_use,L_DpthMx_use,LATdd_use,LONdd_use,ElevXLat_use,ElevXLon_use,Lake_Origin_use,Reservoir,ECOP5_2015,ECOP6_2015,RVegQc15,LitCvrQc15,LitRipCvrQc15,L_RVegQc15,L_LitCvrQc15,L_LitRipCvrQc15,RVegQc3x15,LitCvrQc3x15,LitRipCvrQc3x15,L_RVegQc3x15,L_LitCvrQc3x15,L_LitRipCvrQc3x15,RVegQc3OE15,LitCvrQc3OE15,LitRipCvrQc3OE15,HORIZDD_use,VERTDD_use,L_HORIZDD_use,L_VERTDD_use
NLA17_IA-10001,2,Five Island Lake,NATURAL,NA,0.35,IA,0.009090909,0.013636364,0,0,0,0.454545455,0.272727273,0.272727273,GRADUAL,0,0.012531392,0.021627986,0.069984748,0.032187615,0.498127669,0.324004381,0.041536209,7,4.909090909,0.10310062,-0.138700206,NA,0.013636364,0.025,NA,0.013636364,0,NA,0.040909091,0.05,NA,0,0,NA,0,0,NA,0.022727273,0,NA,0,0,NA,0.036363636,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.159090909,0,NA,0.122727273,0,NA,0.197457238,0,NA,0,0,NA,0.767031859,1,NA,0.035510904,0,NA,0.286363636,0.4125,NA,0.031818182,0,NA,0.295454545,0,NA,0.613636364,0.4125,NA,0.740909091,0.875,NA,0.995454545,1.2875,NA,0.327272727,0,NA,1.354545455,1.2875,NA,0.318181818,0.4125,NA,0.359090909,0,0.353167485,0.545454545,0,0.073073254,0.094923675,0.057912571,0.041296458,0.325908768,0.316796493,0.042652046,0.047436735,7,5.909090909,0.220195018,0.016443095,TPL,PLNLOW,2017,3.626214,0.55945343,372,2.57054294,23.45125,1.370165997,7.5,0.875061263,43.15574,-94.65035,16053.93528,-35209.9302,NATURAL,0,CENPL,CENPL,0,0.020172017,0.010086009,-2,-1.52039565,-1.697106353,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0,0.244459902,0.072156989,0.518181818,0.3,0.181323786,-0.397940009
NLA17_IA-10002,1,North Twin Lake,NATURAL,NA,0.4,IA,0.1375,0,0,0.1375,0,0.3,0.6,0.1,STEEP,0,0.035628994,0.098953197,0.180221238,0.159977808,0.240250755,0.253303948,0.03522696,7,6.2,0.165499415,-0.041718231,NA,0.1325,0.1325,NA,0.075,0.075,NA,0.02,0.02,NA,0.005,0.005,NA,0,0,NA,0.06,0.06,NA,0.005,0.005,NA,0.1425,0.1425,NA,1,1,1,1,0.35,0,5.6,4.1,5.25,4.1,0.116666667,0.426356589,0.8,0,0.35,0.7,1,0.8,0.52020202,0,0,0.2,0,0.5,0.55,0.7,NA,0.365,0.365,NA,0.2275,0.2275,NA,0.291875812,0.291875812,NA,0,0,NA,0.623281051,0.623281051,NA,0.084843137,0.084843137,NA,0.145,0.145,NA,0.125,0.125,NA,0.6075,0.6075,NA,0.8775,0.8775,NA,0.72,0.72,NA,0.775,0.775,NA,0.7325,0.7325,NA,1.5975,1.5975,NA,0.27,0.27,NA,0.8225,0.8225,0.179195734,0.99,0,0.065362497,0.167229424,0.089963669,0.033361689,0.439327594,0.12658938,0.039075294000000003,0.042426621,7,7.1,0.16933036,0.13433261,TPL,PLNLOW,2017,1.763473,0.246368815,369,2.567026366,8.899261,0.949353944,3.5,0.544068044,42.48526,-94.63007,15677.06094,-34918.49583,NATURAL,0,CENPL,CENPL,0.059955182,0.041352657,0.05065392,-1.155180109,-1.289437081,-1.217141129,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.361275153,0.501143057,0.362386591,0,0,0,-1
NLA17_IA-10003,1,Hawthorn Lake,MAN-MADE,NA,1.2,IA,0.2825,0.025,0.0925,0.25,0,0.5,0.5,0,"GRADUAL, STEEP",0,0.027171717,0.027171717,0.043300749,0.079709365,0.092631736,0.698748927,0.031265789,7,4.4,0.094482566,-0.253308646,NA,0.2825,0.2825,NA,0.015,0.015,NA,0.05,0.05,NA,0,0,NA,0,0,NA,0.045,0.045,NA,0.01,0.01,NA,0,0,NA,1,1,0.7,0.5,0,0,0.65,0.5,0.65,0.5,0,0.05,0,0,0,0,0.4,0.05,0.065,0,0,0,0,0,0.1,0.1,NA,0.02,0.02,NA,0.1625,0.1625,NA,0.180736893,0.180736893,NA,0,0,NA,0.386099086,0.386099086,NA,0.433164021,0.433164021,NA,0.1975,0.1975,NA,0.165,0.165,NA,0.1825,0.1825,NA,0.545,0.545,NA,0.49,0.49,NA,0.4575,0.4575,NA,0.3475,0.3475,NA,1.035,1.035,NA,0.3625,0.3625,NA,0.5775,0.5775,0.592171146,0.92,0,0.049107143,0.049107143,0.081449334,0.07147593,0.336269304,0.07147593,0.257647371,0.083467846,7,5.625,0.256666589,-0.11887893,TPL,PLNLOW,2017,0.5017118,-0.299545684,234,2.369215857,7.186495,0.856517128,7.1,0.851258349,41.47723,-92.46028,9705.67182,-21635.70552,MAN-MADE,1,CENPL,CENPL,0.170904006,0.061891233,0.116397619,-0.742551816,-1.14332407,-0.898261106,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,1.029825427,0.569391911,0.832727988,0,0,0,-1
NLA17_IA-10004,1,Welsh Lake,NATURAL,NA,0.55,IA,0.5125,0,0,0.5125,0.2,0.2,0.6,0,STEEP,0,0.053612202,0.070755059,0.152659821,0.057551595999999997,0.253169234,0.34149703,0.070755059,7,6.6,0.108490043,-0.070549817,NA,0.5125,0.5125,NA,0.04,0.04,NA,0.05,0.05,NA,0,0,NA,0,0,NA,0.07,0.07,NA,0.035,0.035,NA,0.025,0.025,NA,1,1,0.8,0.6,0.1,0,2.45,1.7,2.35,1.7,0.033333333,0.188461538,0.15,0,0.1,0.1,0.7,0.45,0.235,0,0,0,0,0.25,0.4,0.3,NA,0.340277778,0.340277778,NA,0.212222222,0.212222222,NA,0.15059306,0.15059306,NA,0,0,NA,0.427526605,0.427526605,NA,0.421880335,0.421880335,NA,0.1375,0.1375,NA,0.3475,0.3475,NA,0.58,0.58,NA,1.065,1.065,NA,0.8025,0.8025,NA,0.56,0.56,NA,0.9275,0.9275,NA,1.8675,1.8675,NA,0.485,0.485,NA,1.3075,1.3075,0.272641401,1.19,0,0.056969092,0.061620255,0.075142267,0.044953588,0.489882927,0.060047927,0.044953588,0.166430356,7,7.9,0.071770448,0.126960502,TPL,PLNLOW,2017,0.2067339,-0.684588302,436,2.639486489,1.690055,0.227900838,2.2,0.342422681,43.46132,-95.17251,18949.13552,-41495.21436,NATURAL,0,CENPL,CENPL,0.219822953,0.076135266,0.147979109,-0.6386066,-1.064819002,-0.801400339,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,1.324598947,0.922665254,1.058667236,0,0,0,-1
NLA17_IA-10005,1,Lost Island Lake,NATURAL,NA,1.45,IA,0.01,0,0,0.01,0.2,0.5,0.3,0,GRADUAL,0.022727273,0.074632035,0.164502165,0.191529192,0.067916228,0.387443547,0.067916228,0.023333333,8,6,0.110132835,0.097611755,NA,0.01,0.01,NA,0.055,0.055,NA,0.015,0.015,NA,0,0,NA,0,0,NA,0.01,0.01,NA,0,0,NA,0.03,0.03,NA,1,1,1,1,0.3,0,5.6,3.8,5.3,3.8,0.1,0.430769231,0.55,0,0.3,0.75,0.95,0.8,0.53,0,0,0.55,0,0.45,0.55,0.7,NA,0.1175,0.1175,NA,0.0825,0.0825,NA,0.280232582,0.280232582,NA,0,0,NA,0.638969257,0.638969257,NA,0.080798161,0.080798161,NA,0.175,0.175,NA,0.1025,0.1025,NA,0.2,0.2,NA,0.4775,0.4775,NA,0.5825,0.5825,NA,0.6875,0.6875,NA,0.3025,0.3025,NA,1.06,1.06,NA,0.2775,0.2775,NA,0.3725,0.3725,0.368329563,0.87,0,0.05030307,0.096355702,0.164343666,0.055431275,0.406625972,0.103563144,0.067945895,0.055431275,7,7.5,0.103488729,0.117514435,TPL,PLNLOW,2017,4.277011,0.631140367,410,2.612783857,8.321745,0.920214404,4.3,0.633468456,43.17179,-94.905,17700.4339,-38911.05,NATURAL,0,CENPL,CENPL,0.052370903,0.017777778,0.035074341,-1.205017967,-1.556302501,-1.346070619,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.315574157,0.215444679,0.250927683,0,0,0,-1
NLA17_IA-10005,2,Lost Island Lake,NATURAL,NA,1.05,IA,0.07,0,0,0.07,0,0.2,0.6,0.2,STEEP,0,0.06013342,0.216418598,0.218066223,0.010056568,0.32535368,0.140930105,0.029041407,7,5.2,0.196425721,0.071989773,0.25,0.05,0.05,0,0.066666667,0.25,0,0.027777778,0.05,0,0.005555556,0,0,0,0,0,0.022222222,0,0,0,0,0.05,0.038888889,0,1,1,1,1,1,0,0,5.5,4.5,5.5,4.5,0,0.423076923,0.75,0,0,0.5,1,1,0.55,0,0,0,0,0.5,0.75,1,NA,0.1875,0.25,NA,0.09,0,NA,0.364970052,0.275641026,NA,0,0,NA,0.533583061,0.698717949,NA,0.101446886,0.025641026,NA,0.1375,0.125,NA,0.0925,0.025,NA,0.2925,0.25,NA,0.5225,0.4,NA,0.6225,0.75,NA,0.6675,0.85,NA,0.385,0.275,NA,1.145,1.15,NA,0.23,0.15,NA,0.4775,0.3,0.329309041,1.22,0.004255319,0.115768371,0.242104707,0.092328126,0.050627362,0.296171759,0.104454289,0.045221957,0.04906811,8,6.8,0.225519566,0.157531979,TPL,PLNLOW,2017,4.277011,0.631140367,410,2.612783857,8.321745,0.920214404,4,0.602059991,43.17179,-94.905,17700.4339,-38911.05,NATURAL,0,CENPL,CENPL,0.014468865,0.027160494,0.020814679,-1.611386183,-1.429918521,-1.511242348,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.087185813,0.329151594,0.148911688,0.25,0.2,0.096910013,-0.522878745
NLA17_IA-10006,1,Diamond Lake,NATURAL,Y,NA,IA,0.875,0.4875,0.07,0.6,0.4,0.4,0.2,0,"FLAT, GRADUAL",0,0,0.112222222,0.192777778,0.226111111,0.226111111,0.226111111,0.016666667,6,4.4,0.107621097,-0.03754825,NA,0.875,0.875,NA,0,0,NA,0.005,0.005,NA,0,0,NA,0,0,NA,0.005,0.005,NA,0,0,NA,0,0,NA,1,1,0.4,0.2,0,0,0.45,0.3,0.45,0.3,0,0.034615385,0,0,0,0,0.2,0,0.045,0,0,0,0,0,0.25,0,NA,0.155,0.155,NA,0.215,0.215,NA,0.110415825,0.110415825,NA,0,0,NA,0.762926294,0.762926294,NA,0.126657881,0.126657881,NA,0.535,0.535,NA,0.105,0.105,NA,0.4,0.4,NA,1.04,1.04,NA,0.825,0.825,NA,1.255,1.255,NA,0.505,0.505,NA,1.865,1.865,NA,0.64,0.64,NA,0.61,0.61,0.235937845,0.83,0,0.017650303,0.049416756,0.059599983,0.059599983,0.634933025,0.059599983,0.059599983,0.059599983,7,7.1,0.101904374,0.046099554,TPL,PLNLOW,2017,0.5159235,-0.28741469,429,2.632457292,3.419497,0.533962227,1.3,0.113943352,43.48249,-95.19145,18653.98821,-40837.13205,NATURAL,0,CENPL,CENPL,0.066187966,0.124884488,0.095536227,-1.118113621,-0.870037991,-0.976598435,0.165954347,0.082516672,0.13977868,-0.7546,-1.03378,-0.82455,0.398832374,1.513445539,0.683482109,0,0,0,-1
NLA17_IA-10007,1,Lake Fisher,MAN-MADE,NA,0.8,IA,0.035,0.01,0,0.035,0,0.6,0.2,0.2,GRADUAL,0,0.069703597,0.160766613,0.06413053,0.044687307,0.296733488,0.330066822,0.033911643,7,5.9,0.223561315,-0.03520994,NA,0.035,NA,NA,0.0725,NA,NA,0.035,NA,NA,0.005,NA,NA,0,NA,NA,0.005,NA,NA,0,NA,NA,0.025,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,0.035,NA,NA,0.259885805,NA,NA,0,NA,NA,0.655494387,NA,NA,0.084619808,NA,NA,0.245277778,NA,NA,0.087222222,NA,NA,0.04,NA,NA,0.385,NA,NA,0.775,NA,NA,0.935,NA,NA,0.13,NA,NA,1.16,NA,NA,0.345,NA,NA,0.225,NA,0.64429117,1.32,0,0.139356877,0.140803945,0.086044397,0.044329193,0.439359364,0.044329193,0.047888515,0.057888515,7,7,0.214360675,0.151275031,TPL,PLNLOW,2017,0.3471898,-0.459433042,249,2.396199347,5.148097,0.711646721,6.1,0.785329835,40.75439,-92.44008,10147.84311,-23017.57992,MAN-MADE,1,CENPL,CENPL,0.049097723,0.028311331,0.038704527,-1.228429253,-1.416672758,-1.31243067,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.29585078,0.260460848,0.276898644,0.215,0.2,0.084576278,-0.522878745
NLA17_IA-10028,1,East Lake,MAN-MADE,NA,0.75,IA,0.005,0,0,0.005,0.1,0.5,0.4,0,GRADUAL,0,0.01764411,0.090025063,0.124652355,0.071924846,0.180609454,0.38635658,0.128787592,7,5.5,0.185996079,-0.120442504,NA,0.005,0.005,NA,0.015,0.015,NA,0.085,0.085,NA,0,0,NA,0,0,NA,0.08,0.08,NA,0.015,0.015,NA,0.055,0.055,NA,1,1,1,1,0,0,2.75,2.3,2.75,2.3,0,0.216535433,0.15,0,0,0.2,0.7,0.65,0.283505155,0,0,0.4,0,0,0.45,0.2,NA,0.1075,0.1075,NA,0.130555556,0.130555556,NA,0.262532283,0.262532283,NA,0,0,NA,0.530664151,0.530664151,NA,0.206803567,0.206803567,NA,0.1375,0.1375,NA,0.2225,0.2225,NA,0.225,0.225,NA,0.585,0.585,NA,0.6375,0.6375,NA,0.6125,0.6125,NA,0.4475,0.4475,NA,1.2225,1.2225,NA,0.36,0.36,NA,0.61,0.61,0.671317113,0.98,0,0.016273585,0.059145702,0.07603092,0.074273096,0.333697052,0.092405483,0.248833316,0.099340846,7,6.2,0.20505454,-0.099202862,TPL,PLNLOW,2017,0.04305687,-1.365957544,319,2.503790683,1.059223,0.024987403,3,0.477121255,41.03367,-93.74273,13089.74073,-29903.93087,MAN-MADE,1,CENPL,CENPL,0.122658162,0.057391304,0.090024733,-0.877266024,-1.171396138,-0.999892598,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.73910786,0.527993111,0.644051961,0,0,0,-1
NLA17_IA-10029,1,Holdens Pond,MAN-MADE,NA,1.05,IA,0,0,0.05,0.045,0.3,0.5,0.2,0,GRADUAL,0,0,0.004878049,0.05640118,0.150166643,0.412312869,0.242012024,0.134229235,6,5.1,0.065974415,-0.142025376,NA,0.045,0.045,NA,0,0,NA,0.13,0.13,NA,0.015,0.015,NA,0,0,NA,0.1,0.1,NA,0.03,0.03,NA,0,0,NA,1,1,0.4,0.4,0,0,1.05,0.7,1.05,0.7,0,0.081395349,0.2,0,0,0,0.3,0.3,0.106060606,0,0,0,0,0,0.25,0,NA,0.4225,0.4225,NA,0.2975,0.2975,NA,0.161749456,0.161749456,NA,0.004444444,0.004444444,NA,0.708616159,0.708616159,NA,0.12518994,0.12518994,NA,0.09,0.09,NA,0.23,0.23,NA,0.735,0.735,NA,1.055,1.055,NA,0.715,0.715,NA,0.69,0.69,NA,0.965,0.965,NA,1.765,1.765,NA,0.32,0.32,NA,1.075,1.075,0.583952053,1.41,0,0,0.003921569,0.046923716,0.092076936,0.586916415,0.093228391,0.067738195,0.109194778,6,6,0.04113916,-0.10031812700000001,TPL,PLNLOW,2017,0.0186166,-1.730099632,221,2.344392274,0.763294,-0.117308151,4.5,0.653212514,41.77773,-91.84439,9232.87833,-20297.61019,MAN-MADE,1,CENPL,CENPL,0.103705062,0.100228153,0.101966608,-0.944220201,-0.957707469,-0.95091148,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.624901149,0.922086979,0.729486123,0,0,0,-1
NLA17_IA-10030,1,Not named pond (David Patz's Pond),MAN-MADE,NA,0.2,IA,0,0,0,0,0,0.4,0.6,0,STEEP,0,0,0.012271062,0.111472624,0.096651486,0.431099026,0.307517987,0.040987814,6,4.6,0.127953073,-0.146208875,NA,0,0,NA,0,0,NA,0.04,0.04,NA,0,0,NA,0,0,NA,0.015,0.015,NA,0.015,0.015,NA,0.005,0.005,NA,0.8,0.8,1,0.7,0.25,0,1.95,1.2,1.7,1.2,0.083333333,0.15,0,0,0.25,0.1,0.75,0,0.17,0,0.1,0,0,0.05,0.7,0,NA,0.03,0.03,NA,0.015,0.015,NA,0.07056858,0.07056858,NA,0,0,NA,0.760219984,0.760219984,NA,0.169211437,0.169211437,NA,0.4875,0.4875,NA,0.185,0.185,NA,0.045,0.045,NA,0.7625,0.7625,NA,0.8575,0.8575,NA,1.175,1.175,NA,0.2525,0.2525,NA,1.62,1.62,NA,0.7175,0.7175,NA,0.445,0.445,0.221359436,0.57,0,0,0.008510638,0.047732121,0.047732121,0.733316559,0.067244317,0.047732121,0.047732121,6,6.2,0.045608986,-0.06215185,TPL,PLNLOW,2017,0.01612016,-1.792630652,350,2.544068044,0.704762,-0.151957521,1.5,0.176091259,42.60756,-94.45157,14912.646,-33058.0495,MAN-MADE,1,CENPL,CENPL,0.101203268,0.029613527,0.065408397,-0.953882451,-1.402156493,-1.12258029,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.609825953,0.27244089,0.467942586,0,0,0,-1
NLA17_IA-10031,1,Not Named (Runge Pond),MAN-MADE,NA,1.55,IA,0.215,0.215,0.11,0.215,0.2,0.2,0.6,0,STEEP,0,0,0,0.066060105,0.07146551,0.113599952,0.677408923,0.07146551,5,4.9,0.025219535,-0.274015584,NA,0.215,0.215,NA,0,0,NA,0.05,0.05,NA,0,0,NA,0,0,NA,0.005,0.005,NA,0.01,0.01,NA,0,0,NA,1,1,1,1,1,1,1,1,0,0,0.344827586,0.07751938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0.035,0.035,NA,0.045,0.045,NA,0.185617486,0.185617486,NA,0,0,NA,0.76990551,0.76990551,NA,0.044477004,0.044477004,NA,0.165,0.165,NA,0.055,0.055,NA,0.08,0.08,NA,0.3,0.3,NA,0.7425,0.7425,NA,0.8675,0.8675,NA,0.135,0.135,NA,1.0425,1.0425,NA,0.22,0.22,NA,0.175,0.175,0.688718617,1.19,0,0,0,0.037295905,0.052480313,0.664548279,0.068806844,0.134921592,0.041947068,5,5.5,0.082596448,-0.146233257,TPL,PLNLOW,2017,0.03118183,-1.506098401,398,2.599883072,0.8553757,-0.067843092,4.7,0.672097858,41.53587,-94.88106,16531.27626,-37762.66188,MAN-MADE,1,CENPL,CENPL,0.028422001,0.095323576,0.061872789,-1.415420019,-0.977474405,-1.143435505,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.171263975,0.876965456,0.442648252,0,0,0,-1
NLA17_IA-10034,1,Lake Meyer,MAN-MADE,NA,0.75,IA,0.425,0.03,0.13,0.405,0.2,0.2,0.6,0,STEEP,0,0.005263158,0.039014202,0.136573608,0.023366976,0.309852167,0.408693866,0.077236024,7,4.4,0.11577156,-0.141231034,NA,0.425,0.425,NA,0.005,0.005,NA,0.045,0.045,NA,0.01,0.01,NA,0,0,NA,0.02,0.02,NA,0.015,0.015,NA,0.03,0.03,NA,1,1,0.9,0.3,0,0,1.2,0.6,1.2,0.6,0,0.092307692,0,0,0,0.1,0.2,0.15,0.12,0,0,0.15,0,0,0.55,0.05,NA,0.16,0.16,NA,0.285,0.285,NA,0.09557777,0.09557777,NA,0,0,NA,0.70974526,0.70974526,NA,0.194676969,0.194676969,NA,0.5075,0.5075,NA,0.1775,0.1775,NA,0.46,0.46,NA,1.145,1.145,NA,0.755,0.755,NA,1.1175,1.1175,NA,0.6375,0.6375,NA,1.9,1.9,NA,0.685,0.685,NA,0.7825,0.7825,0.941865761,1.96,0,0.005,0.009255319,0.060770471,0.056759631,0.682813737,0.076759631,0.056759631,0.051881582,7,6,0.089069257,-0.083374483,UMW,PLNLOW,2017,0.1217534,-0.914518902,345,2.537819095,2.38356,0.377226089,4.6,0.662757832,43.17446,-91.9091,14895.1887,-31708.6395,MAN-MADE,1,UMW,UMW,0.1565,0.070372603,0.113436301,-0.778585762,-1.094891969,-0.9085571,0.233792309,0.123171104,0.185749202,-0.61298,-0.87559,-0.7083,0.669397556,0.571340194,0.610696036,0,0,0,-1
NLA17_IA-10038,1,Interstate Lake,MAN-MADE,NA,0.85,IA,0.875,0.13,0,0.875,0,0.1,0.8,0.1,STEEP,0,0.030952381,0.090952381,0.165952381,0.232619048,0.232619048,0.232619048,0.014285714,7,4.6,0.120107746,-0.03695136,NA,0.875,NA,NA,0.01,NA,NA,0.005,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0.05,NA,NA,0.133814103,NA,NA,0,NA,NA,0.820716389,NA,NA,0.045469508,NA,NA,0.815,NA,NA,0.045,NA,NA,0.06,NA,NA,0.92,NA,NA,0.86,NA,NA,1.63,NA,NA,0.105,NA,NA,1.78,NA,NA,0.86,NA,NA,0.15,NA,0.298142397,0.9,0,0.044444444,0.026666667,0.040413437,0.044495069,0.72533038,0.044495069,0.0608216,0.013333333,7,6,0.177187955,0.011565811,TPL,PLNLOW,2017,0.06889403,-1.16181841,376,2.575187845,1.087754,0.036530689,3.3,0.51851394,42.72963,-93.41735,16066.34088,-35124.9236,MAN-MADE,1,CENPL,CENPL,0.025848431,0.031936194,0.028892312,-1.445529849,-1.377410991,-1.410136236,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.155756275,0.293809148,0.206700422,0.47,0.2,0.167317335,-0.522878745
NLA17_IA-10039,1,Summit Lake,MAN-MADE,NA,0.3,IA,0.2925,0.015,0.08,0.24,0.1,0.5,0.4,0,GRADUAL,0,0.016143791,0.120322844,0.11705487,0.020344333,0.334966064,0.353688392,0.037479706,7,5.4,0.127060099,-0.084440244,NA,0.2925,0.2925,NA,0.015,0.015,NA,0.04,0.04,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.005,0.005,NA,1,1,1,0.9,0.25,0,3.35,1.5,3.1,1.5,0.083333333,0.257692308,0.3,0,0.25,0.15,0.9,0.7,0.31,0,0,0,0,0.5,0.5,0.05,NA,0.085,0.085,NA,0.245,0.245,NA,0.084862969,0.084862969,NA,0,0,NA,0.698020814,0.698020814,NA,0.217116217,0.217116217,NA,0.2525,0.2525,NA,0.215,0.215,NA,0.345,0.345,NA,0.8275,0.8275,NA,0.91,0.91,NA,0.95,0.95,NA,0.5675,0.5675,NA,1.7375,1.7375,NA,0.4825,0.4825,NA,0.7875,0.7875,0.354181372,0.91,0,0.034062445,0.126268227,0.075157116,0.038067608,0.620154888,0.043195813,0.033985976,0.029107927,7,7,0.140462576,0.117207787,TPL,PLNLOW,2017,0.4158767,-0.381035411,375,2.574031268,4.30222,0.633692615,3.1,0.491361694,41.06394,-94.39957,15398.9775,-35399.83875,MAN-MADE,1,CENPL,CENPL,0.123461776,0.033124312,0.078293044,-0.874643099,-1.365277816,-1.054073508,0.165954347,0.10869707,0.13977868,-0.7546,-0.92556,-0.82455,0.743950241,0.304739698,0.560121502,0,0,0,-1
